URL,Error,Timestamp
https://book.squeegeedetail.com/login,net::ERR_CERT_COMMON_NAME_INVALID at https://book.squeegeedetail.com/login,2025-06-12T09:51:03.860Z
https://book.squeegeedetail.com/,net::ERR_CERT_COMMON_NAME_INVALID at https://book.squeegeedetail.com/,2025-06-12T09:51:03.869Z
