URL,Error,Timestamp
https://squeegeedetail.com/car-detailing-tigard,Navigation timeout of 30000 ms exceeded,2025-06-03T16:53:25.406Z
https://squeegeedetail.com/,Navigation timeout of 30000 ms exceeded,2025-06-03T16:53:25.428Z
